CommentText,Sentiment,Language,LangConf,HasEmoji,Translate,translated,index
Lmao,Positive,fr,0.5351602435112,False,True,Lmao,770419
Pues es fácil: todos se parecen,Negative,es,0.9750353693962097,False,True,Well it is easy: everyone resembles,378963
"Tama lang, dapat forever",Positive,id,0.6412283778190613,False,True,"Just right, it should be forever",1026103
Nak kejar ape la laju2 sgt...x tahan nk berak ke,Negative,ms,0.49040982127189636,False,True,Want to catch up on the speed ... x hold on to the,897402
Inteligencia artificial,Neutral,es,0.3877165615558624,False,True,Artificial intelligence,470849
Tuff asf,Positive,it,0.31586265563964844,False,True,Tuff asf,648491
w,Neutral,pl,0.9139699339866638,False,True,w,521540
node js par full cureus lao,Neutral,fr,0.8143540024757385,False,True,node js by full cure,500189
Эээ шынгыс,Neutral,mn,0.9561534523963928,False,True,Index,449691
😳👏💪🙏💖,Positive,it,0.5513092279434204,True,True,,193391
Aller vraiment aider les animaux plutôt que de simuler d’être des gens bien bandes de merdes !!!,Negative,fr,0.9616187214851379,False,True,Go really help animals rather than simulate being very shit people !!!,807892
Também… quem não entenderia 😂o mano já levou um tapão de própria mulher kkkkkk,Positive,pt,0.9999771118164062,True,True,Also… who wouldn't understand 😂The man has already taken a slap with his own wife kkkkkk,266837
"Coach,,, paki sulat sino ang . Nagperma na senadors sa budget 2025 pls.... Itemize",Neutral,tl,0.4213370084762573,False,True,"Coach ,,, please write who is. Posted Senators in Budget 2025 Pls .... Itemize",941906
രാഹുലിന്റെ അഭിപ്രായതോടു യോജിക്കുന്നു 👍,Positive,ml,1.000018835067749,True,True,Rahul's opinions fit,646170
5457 Stark Fall,Neutral,sv,0.13534344732761383,False,True,5457 Stark Fall,649843
"Achètes-toi une voiture qui tient la route, ça t'éviterait de faire tout ce bazar...",Negative,fr,0.9983749985694885,False,True,"Build yourself a car that holds up, it would avoid making all this bazaar ...",517352
Magkaisa tayo para sa ikakabuti nang bayan natin. Solid Duterte  supporter's around the globe. Mabuhay God bless Philippines Watching from Melbourne Australia.,Positive,tl,0.29898208379745483,False,True,Let us unite for the good of our people. Solid Duterte Supporter's around the Globe. Mabuhay God bless Philippines watching from Melbourne Australia.,147956
Gaterz iq 140 n upz..lolz..,Neutral,ru,0.12772397696971893,False,True,Gaterz iq 140 n upz..lolz..,210044
Жвачкой надо облепить чтобы не окислилось,Neutral,ru,0.9976156949996948,False,True,Chewing gum needs to be wrapped up so as not to oxidize,908459
Homem sigma ele não chrou😢😢😢,Neutral,pt,0.9983994364738464,True,True,Sigma man he doesn't chrou😢😢😢,696870
"А ты автор видео под пердящий фонк сравниваешь их, как будто ты это сделал.",Negative,ru,0.9998170137405396,False,True,And you are the author of the video under the farting Fonc compare them as if you did it.,32901
Te puedo cager,Negative,es,0.9949061274528503,False,True,I can fall,295230
love from pakistan ma na jo sikha ha is youtube chanel sa aor madam sa ma kabi nahi bhul pawo ga. respect mam lb u khush raho abad raho.,Positive,tl,0.1346067637205124,False,True,Love from Pakistan Ma Na Jo Sikha Ha is YouTube Chanel Sa Aor Madam Sa Ma Kabi Nahi Bhul Pawo Ga. Respect mam lb u khush raho abad raho.,664598
The water is sus,Neutral,es,0.5113223791122437,False,True,The water is sus,3553
الحمدلله على السلامه ماتشوف شر,Positive,ar,0.6488223075866699,False,True,Praise be to God for your safety,509999
Una pregunta  es ilegal usar un donut en españa,Neutral,es,0.9034088850021362,False,True,One question is illegal to use a donut in Spain,29103
Kolilat na sa surve si imee ...,Negative,sh,0.46539780497550964,False,True,Kolilat na you pressure si miracle ...,10278
❤❤❤❤,Neutral,zh,0.5570206642150879,True,True,,23430
Como no es gaver,Neutral,es,0.38404467701911926,False,True,How is it not gaver,910065
"Señora Tayaba ha tenido hoy una ocasión de oro para explicar al pequeño y enseñarlo y obligarlo a compartir los  chocolates con su hermano.La admiro muchísimo, pero he de reconocer que en algunos casos no actúa por igual con sus hijos😢",Negative,es,0.9913492798805237,True,True,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,659504
"पर एक चीज़ बहुत बहुत ज्यादा ईरिटेड कर रही हैं, आप हर वीडियो में यह बोल रही हो कि अभी तक चैनल को सब्सक्राइब नहीं किया है तो अब कर लीजिए, 
इस लाइन को सुनकर ऐसा लग रहा है, जैसे आपके वीडियो में कोई दम नहीं । 
तभी बोलना पड़ रहा है, नहीं तो बंदा सीधे काम की बात करता है।👍",Negative,hi,0.9997540712356567,True,True,"But one thing is doing very much eruated, you are saying in every video that you have not subscribed to the channel yet, so now do it, now 
Hearing this line, it looks like there is no power in your video. 
Then you have to speak, otherwise the man talks about work directly.",92744
"Julio César el campeón
Canelo el Campeón.
Orgullos de Mexicanos",Positive,es,0.9982666373252869,False,True,"Julio César the champion
Canelo the champion.
Proud of Mexicans",556228
Para los que no conocen a facundo cabral se los recomiendo...habla de lo mismo pero es de los años 90 hoy es un gran dia.,Neutral,es,0.9751108288764954,False,True,For those who do not know Facundo Cabral I recommend them ... talk about the same but it is from the 90s today is a great day.,285037
ang dami pa namin d naka attend sa rally kasi may pasok..,Neutral,tl,0.6781249642372131,False,True,We still have a lot to attend the rally because it has a place to go ..,404314
"Czyli ,spiesz sie powoli...oppure in latino, festina lente😅",Neutral,pl,0.8710271716117859,True,True,"So, hurry slowly ... Oppure in Latino, Festina Lente😅",637977
Obviamente se ve solo que no quieren lastimar😊❤,Positive,es,0.6062065958976746,True,True,Obviously it looks only that they don't want to hurt😊❤,622615
.,Neutral,fr,0.32275810837745667,False,True,,733504
Hey it’s Paul Blart!,Neutral,de,0.47784948348999023,False,True,Hey it’s Paul Blart!,836201
Спасибо❤,Positive,ru,0.9979791641235352,True,True,Thank you wait,222046
"Вечный галдешь , кидалово и тд.",Negative,ru,0.9054949283599854,False,True,"Eternal gallery, Kidalovo, etc.",184527
"Mag file kasi kayo ng kaso sa korte kaagad pag may nakitang katiwalian sa gobyerno, hindi puro dakdak, walang mangyari dyan, baliktarin pa kayo ng mga kalaban dahil puro lang kayo dakdak?",Negative,tl,0.8358593583106995,False,True,"Do you file a case in court immediately if there is a corruption in the government, not all of them, nothing will happen there, the opponents will even reverse you because you are just a bullshit?",93545
这次灾情很多好莱坞明星损失惨重！但是他们全部是支持民主党😂😂😂,Negative,zh,0.9720762372016907,True,True,Many Hollywood stars suffered heavy losses in this disaster! But they all support the Democratic Party 😂😂😂,355755
в Мексику хотел,Neutral,ru,0.9684340357780457,False,True,I wanted to go to Mexico,576706
У тебя там кто-то сдох😂😂😂,Negative,ru,0.9990139603614807,True,True,You have someone died there,376027
Great video. Thank-you,Positive,la,0.4265076816082001,False,True,Great video. Thank-you,24923
Совместить Жанетт и Снуп Дога - это просто топчик😂,Positive,ru,0.9976650476455688,True,True,Combine Jeanette and Snep Doga is just a glass,338957
חיפוש מלים יצירה תפזורת לימון,Neutral,he,1.000030279159546,False,True,Search Words Creating Lemon,386302
free cc number,Negative,ceb,0.256412535905838,False,True,free cc number,903770
woww,Positive,it,0.5564559698104858,False,True,woww,581475
WHAT?,Neutral,ja,0.6483229398727417,False,True,WHAT?,210599
Постановка: вода под ковриком  и не пятнышка ржавчины,Negative,ru,0.9705332517623901,False,True,Standing: Water under the rug and not a speck of rust,512078
actual and virtual dom tree,Neutral,es,0.6003631353378296,False,True,actual and virtual dom tree,453438
"En México no nos perecemos mucho físicamente, pero tuve una compañera que checaba mi tarjeta de entrada por mí y yo por ella.",Neutral,es,0.9901663064956665,False,True,"In Mexico we do not perish much physically, but I had a partner who checked my entrance card for me and me for her.",34873
"Всех  добрых и  православных людей с Рождеством Христовым, мира нам всем, здоровья  и  простого человеческого счастья!  Из г. Курска смотрю.",Positive,ru,0.9914897680282593,False,True,"All the good and Orthodox people with Christmas, the world to us all, health and simple human happiness!  I look from the city of Kursk.",517705
Great tutorial ty,Positive,pl,0.13515731692314148,False,True,Great tutorial ty,746215
no tip,Negative,ro,0.2343023717403412,False,True,no tip,58425
ISHOWSPEED?,Neutral,ja,0.5409268736839294,False,True,ISHOWSPEED?,609590
Вы что нибудь кроме i5 12400 и rtx 4060/4060ti знаете???,Negative,ru,0.9924207925796509,False,True,Do you know anything except i5 12400 and RTX 4060/4060TI ???,910232
ek bhi ni pata tha,Negative,jbo,0.163330540060997,False,True,ek bhi ni pata tha,420606
"Өте керемет видео, керемет эмоция сыйлайды! Сендердей адамдар көп болса көптеген адамдардың өмірі жақсылыққа толар еді, рахмет сендерге, адамдардың өміріне жақсылық сыйладыңдар және көптеген адамдарға жақсы ой сыйладыңдар. Жарайсыңдар! Еңбектерің жандана берсін! Жақсылықтарың өздеріңе жақсылықпен қайтсын!!!",Positive,kk,0.9997414350509644,False,True,"Very wonderful video, gives a wonderful emotion! If there are many people like you, the lives of many people will take good care of you, thank you, and have given you good for people. Well done! May your work come up! May your good things go back to you !!!",271362
Казак довно знает это узел,Neutral,ru,0.9991625547409058,False,True,Cossack knows this knot,85233
"#heyy ""ayyy"" ***yyy***",Neutral,fi,0.25514164566993713,False,True,"#heyy ""ayyy"" ***yyy***",175711
Like WW2,Neutral,ru,0.2097741663455963,False,True,Like WW2,413814
56:24,Neutral,sv,0.374831885099411,False,True,56:24,732967
ただのバカ,Negative,ja,0.999394953250885,True,True,Just a fool,823286
Ты сказал в начале серии а  на 12.30 минуте ты хочешь достать банку 14:17,Neutral,ru,0.9977285861968994,False,True,You said at the beginning of the series and at 12.30 minute you want to get the bank 14:17,388394
Es la cara de Donald pero carácter de Malania que bonita mezcla 😅😅😅,Neutral,es,0.9689076542854309,True,True,It is Donald's face but Malania's character that beautiful mixture 😅😅😅,742486
El escondite ideal para safar de la toxica😂muy bueno,Positive,es,0.8771672248840332,True,True,The ideal hiding place for safar de la toxica😂muy good,402883
"Ukrainian soldiers-no war! Go over to the side of Russia. DON'T SHOOT EACH OTHER.
Українські солдати - Ні війні! Переходьте на бік Росії. НЕ СТРІЛЯЙТЕ ОДИН В ОДНОГО.
Украинские солдаты-нет войне! Переходите на сторону России. НЕ СТРЕЛЯЙТЕ ДРУГ В ДРУГА.",Negative,uk,0.7860662937164307,False,True,"Ukrainian Soldiers-No War! GO Over to the Side of Russia. Don't shoot each Other.
Ukrainian soldiers - no war! Go to Russia's side. Do not shoot at each other.
Ukrainian soldiers-no war! Go to the side of Russia. Don't shout at each other.",181683
Yo,Neutral,ie,0.9779835939407349,False,True,Yo,796423
"Mueve algo que está atravesado 
Arda guler tiene un gran corazón",Positive,es,0.9103760123252869,False,True,"Move something that is crossed 
Arda Gular has a big heart",870462
"Водитель патрола сделал все, чтобы развернуться. Даже с нарушенными углами колес, автоматика не дает уйти с дороги. Ты чувствуешь эти рывки, но машина продолжает держать курс.",Neutral,ru,0.9993627667427063,False,True,"The driver of the cartridge did everything to turn around. Even with broken corners of the wheels, automation does not allow to leave the road. You feel these jerks, but the car continues to keep the course.",1024733
天意,Neutral,zh,0.9172887802124023,True,True,God willing,309460
INSANE DUDE,Positive,es,0.238504096865654,False,True,INSANE DUDE,427293
❤,Positive,bg,0.9654127359390259,True,True,,112490
GOD bless po mahal na PBBM,Positive,sh,0.3150217533111572,False,True,God bless po dear pbbm,163022
"Какой дебил такое сечение проводов ,будет узелками соединять 😂",Negative,ru,0.9932003021240234,True,True,What moron such a cross section of the wires will be connected by knots $,912063
Silly :3,Neutral,ca,0.20086298882961273,False,True,Silly :3,261571
7*,Negative,ja,0.43081390857696533,False,True,7*,671242
your lien,Negative,fr,0.963019609451294,False,True,your lien,510305
Poszla zaplacic za benzyne.,Neutral,hr,0.2217787206172943,False,True,She went to pay for gasoline.,341987
Ch de vc não vai dar certo com o meu pai não tem nada pra fazer nada de vc não tem nada,Neutral,pt,1.0000065565109253,False,True,Ch of you will not work with my dad has nothing to do anything from you have nothing,401256
За кенді,Neutral,uk,0.7617744207382202,False,True,To thee of a,750493
Omw,Neutral,nn,0.2513557970523834,False,True,Ride,463761
PLEASE DON'T GIVE UP,Negative,ja,0.5069804787635803,False,True,PLEASE DON'T GIVE UP,256661
“I’m on my wayyy! I’m on my wayyy!” Ahh fish,Neutral,fi,0.3491722345352173,False,True,“I’m on my wayyy! I’m on my wayyy!” Ahh fish,429238
Very nice..,Positive,de,0.3982491195201874,False,True,Very nice..,483216
Ele se jogando para ir oegar o Skate kkkkkkkk,Neutral,pt,0.9932166337966919,False,True,He throwing himself to go to the skateboard kkkkkkk,398460
cool video),Positive,es,0.5754209756851196,False,True,cool video),282021
"Me muero, pero admiro el valor del jinete...maravilloso❤❤❤❤❤",Positive,es,0.8887696862220764,True,True,"I'm dying, but I admire the value of the rider ... wonderful",405251
Desde  el universo se escucha el rugido de tripas 🗣,Neutral,es,0.9796954989433289,True,True,From the universe the gut roar is heard 🗣,189011
Nakakatawa tlga tong mga mambabatas natin. PERO KELANGAN TLGA MAY MANAGOT JAN! BITAY SANA KUNG MAAARI!!,Negative,tl,0.15621446073055267,False,True,It's funny that our lawmakers are funny. But there is no answer to jan! I hope you can !!,1022233
❤,Neutral,bg,0.9654127359390259,True,True,,417545
The torotoro,Neutral,eo,0.3608551621437073,False,True,The exploration,376338
пов: покрасил машину в полностью чёрный в gmod:,Neutral,ru,0.9988507032394409,False,True,POS: I painted the car in completely black in GMOD:,359084
Snow coffins,Negative,ca,0.3189786970615387,False,True,Snow coffins,755650
Polizei🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮.,Negative,de,0.6099876761436462,True,True,Police🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮.,613295
Pídele ayuda a un hombre😅,Negative,es,0.9830604791641235,True,True,Ask for helps a man😅,432663
"Smart move from ""Pitbull"" Cruz dahil baka masilat pa siya sa kalaban niya sa February pwede pa naman next time bata pa din naman sila.",Positive,tl,0.6645736694335938,False,True,"Smart move from ""Pitbull"" Cruz because he might be able to get his opponent in February and they are still young.",477937
https://youtu.be/iZ13VFXEZlk,Neutral,ru,0.22434844076633453,False,True,https://youtu.be/iZ13VFXEZlk,8479
Асхаб я был за тебя интересно какой у тебя будет следующим автопарк если сделать м5 с w16,Positive,ru,0.9997571110725403,False,True,Askhab I was interesting for you what the next fleet will be if you make M5 with W16,913471
KAT DOING SIDE HUSTLE,Neutral,ja,0.5687385201454163,False,True,KAT DOING SIDE HUSTLE,290071
harry bhai kuch pro level pe bhejo mai bor ho gyaya,Negative,ro,0.3026109039783478,False,True,Harry Bhai Kuch Pro Level Pe Bhejo Mai Bor Ho Gyaya,515702
❤❤😊😊,Positive,bg,0.8086782097816467,True,True,,479131
Jis reste per baat kar raha hai usee reste per baat karenge,Neutral,eu,0.17468498647212982,False,True,Jis Rest Per Baat Kar Raha Hai Usee RSTE PER BAAT KARENGE,38477
No importa si el mini Ronaldinho se cree el Ronaldinho real simplemente lo pusieron en su lugar,Neutral,es,0.864465057849884,False,True,It doesn't matter if Mini Ronaldinho believes Ronaldinho Real simply put it in its place,80716
🤮😵‍💫🤔🫣😂🤡🤣🤯💩🙈🙉🙊,Negative,ja,0.6415303945541382,True,True,,188557
Parabhjot vr lok ta kute n boli jande parwa n kari di,Negative,it,0.14863693714141846,False,True,Parabhjot vr Lok ta kute n boly jande parwa n kari di,588308
Opción uno,Neutral,es,0.8716627359390259,False,True,Option one,942036
Fernado Alonso 😂❤,Neutral,es,0.5432846546173096,True,True,Fernado Alonso 😂❤,552848
1:23:00,Neutral,zh,0.621096670627594,False,True,1:23:00,555116
"РОССИЙСКОЕ ДОКАЗАТЕЛЬСТВО НАСЕЛЕНИЮ СОЕДИНЕННЫХ ШТАТОВ И УКРАИНЫ, ЧТО ЯВЛЯЕТСЯ ПРИНЕСЕНИЕМ В ЖЕРТВУ ДВУМЯ СВЕРХСИЛЬНЫМИ СТРАНАМИ.... Я думаю, что РОССИИ лучше НАПАДАТЬ ИЛИ СМОТРЕТЬ С АМЕРИКОЙ НЕ ПРИНОСИТЬ В ЖЕРТВ ЖИТЕЛЕЙ СОСЕДНИХ СТРАН... ТРУС!!!

ROSSIYSKOYe DOKAZATEL'STVO NASELENIYU SOYEDINENNYKH SHTATOV I UKRAINY, CHTO YAVLYAYETSYA PRINESENIYEM V ZHERTVU DVUMYA SVERKHSIL'NYMI STRANAMI.... YA dumayu, chto ROSSII luchshe NAPADAT' ILI SMOTRET' S AMERIKOY NE PRINOSIT' V ZHERTV ZHITELEY SOSEDNIKH STRAN... TRUS!!!",Negative,ru,0.7409452795982361,False,True,"Russian proof of the population of the United States and Ukraine, which is a sacrifice to two over -line countries .... I think that it is better for Russia to attack or look with America not to sacrifice residents of neighboring countries ... coward !!!

Rossiyskoye Dokazatel'stvo nasleniyu soyedinnnykh shtatov i ukrainy, Chto yavlyayetsya vzhertvu dvumya sverkhsil'nymi stranami .... Dumayu, Chto Rossii Luchshe Napadat 'ili Smotret' s Americoy ne prinosit 'v zhertv zhiteley sosednikh stran ... trus !!!",774099
"Янки на себе ощутили,что значит быть беспомощными,когда на твою голову сбрасывают тысячи  бомб и когда ты заживо сгораешь в огне...С первым богатым опытом вас,уважаемые янки...",Negative,ru,0.9979270696640015,False,True,"The Yankees felt what it means to be helpless when thousands of bombs are discarded on your head and when you burn alive in fire ... with the first rich experience of you, dear Yankees ...",152156
Cool vid ❤,Positive,sv,0.8180530667304993,True,True,Cool at ❤,144819
Siz halen İsrail'i yalayin bütün sorun onların  çünkü ateşi yakan hep onlardı,Negative,tr,0.9886748194694519,False,True,"You still lick Israel, the whole problem is theirs because they were always the fire",966910
"Гогда  терять   нечего  , !",Neutral,ru,0.9883284568786621,False,True,"Gogda has nothing to lose,!",48446
"Легендарный длбб, для которого все легендарное)",Negative,ru,0.8729848861694336,False,True,"The legendary DLBB, for which everything is legendary)",387744
❤❤❤❤❤❤❤ كريستيانو عم نيمار😂😂,Positive,ar,0.9480642080307007,True,True,❤❤❤❤❤❤ Cristiano uncle Neymar,474145
"Лучший туториал из всех, что мне попадались!",Positive,ru,1.000008225440979,False,True,The best tutorial of all that I came across!,55329
😮😮,Neutral,pt,0.5138319730758667,True,True,,706932
so sigma,Positive,ta,0.15972819924354553,False,True,so sigma,942934
"LOCK THEM UP !
LOCK THEM UP !",Positive,ja,0.4469783902168274,False,True,"LOCK THEM UP !
LOCK THEM UP !",884821
Omg the dab,Neutral,da,0.26524242758750916,False,True,Omg the dab,779510
А разве 10 лет назад были смарт часы,Neutral,ru,0.9994930624961853,False,True,And were there a smart watch 10 years ago,823920
തള്ളേടെ അഭിനയം ഒരേ പൊളി 😂😂😂😂😂😂... എന്തായാലും മറിമായം ടീമിന് അടുത്ത ഒരു വിഷയം കിട്ടി 😂😂😂,Neutral,ml,0.999940812587738,True,True,Acting in the refreshing 😂😂😂😂😂😂 ...,1026293
Почему подушка безопасности несработала?,Negative,ru,0.9967057108879089,False,True,Why did the airbag do not work?,751466
❤❤❤❤,Neutral,zh,0.5570206642150879,True,True,,25768
13:00,Neutral,zh,0.44117745757102966,False,True,13:00,160941
"批判的なコメントが多いけど
アイディアを実現するのは
大変だと言う事を理解してない！",Positive,ja,1.0000323057174683,True,True,"There are a lot of critical comments though
To realize your ideas
I don't understand that it's difficult!",994102
TV,Neutral,it,0.5320339798927307,False,True,TV,560681
Украла,Negative,bg,0.6203848719596863,False,True,Stolen,479520
"Если в видео нет рекламы, значит само видео — реклама",Neutral,ru,0.9871228933334351,False,True,"If there is no advertising in the video, then the video itself is advertising",111904
Bakit Ang gulo ng bansa niu,Neutral,tl,0.957216203212738,False,True,Why is the nation's chaos,230095
"Забавно уголёк сказал ""Помогите"" 😂😂😂",Neutral,ru,0.9850895404815674,True,True,"Funny corner said ""Help"" @",499962
Очередной фейк как было с призрачным летчиком☝️😜😜😜🇷🇺🇷🇺🇷🇺👊💥💥💥,Negative,ru,0.9915297031402588,True,True,Another fake as it was with a ghostly pilot☝️😜😜😜🇷🇺🇷🇺🇷🇺👊💥💥💥,836413
Desenho passando bem aqui na minha rua,Neutral,pt,0.9957560300827026,False,True,Drawing by passing right here on my street,18112
Только  клемники дымы т.е сухари. Отпайку ими можно делать другого не дано  учи Пуэ студент,Negative,ru,0.9816657304763794,False,True,"Only the fuel troops of the smoke, i.e. crackers. They can be made by a strain another is not given to teach a puet student",1000524
приора 😢😢😢😢,Negative,ru,0.6225156784057617,True,True,Priora 😢😢😢😢,12479
Me gusta❤❤❤,Positive,es,0.5959545969963074,True,True,I like❤❤,776685
Squishables,Neutral,es,0.645885169506073,False,True,Squishables,144874
❤,Positive,bg,0.9654127359390259,True,True,,848921
Pootah pati mga progresibong grupo kuno kasangkot.. sarap ipagtutoomba at kumutan!,Negative,tl,0.4139985144138336,False,True,Hot even progressive groups are involved .. It's nice to be bullied and caught!,468241
Bat ngayon kyo lang magngangawa lalo na sayo ms pahardo,Negative,tl,0.33242011070251465,False,True,Bat now you just make fun of you MS Parado,860255
عمران خان زندہ باد اللہ حفاظت کرے اللہ سرخرو کرے آمین ثم آمین یارب العالمین 🤲,Positive,ur,0.8200911283493042,True,True,Imran Khan Zinda Allah protects Allah Almighty,440893
Du nada de vc não tem nada não tem nada não tem nada pra fazer o mesmo a gente vai fazer o mesmo a noite toda a tarde,Neutral,pt,1.0000040531158447,False,True,Du nothing you have nothing has nothing has nothing to do the same we will do the same all night,412275
ALHAMDULILLAH ALHAMDULILLAH ALHAMDULILLAH ALHAMDULILLAH ALHAMDULILLAH ALHAMDULILLAH ALHAMDULILLAH ALHAMDULILLAH ALHAMDULILLAH ALHAMDULILLAH,Positive,oc,0.330639123916626,False,True,Thank God Alhamdulillah Alhamdulillah Alhamdulillah Alhamdulillah Alhamdulillah Alhamdulillah,100756
Не ну ето патписон,Neutral,mk,0.5123575329780579,False,True,Not Nu Eto Patpison,998184
My inspiration love you di 💞,Positive,it,0.5797169804573059,True,True,My inspiration love you di 💞,204888
Les provinces canadiennes n'enleveront plus la laine sur le dos des canadiens surtout les québécois.,Negative,fr,0.9629285931587219,False,True,"The Canadian provinces will no longer take the wool on the back of Canadians, especially Quebecers.",964700
Y y y que tiene 🙄🙄🙄🙄🙄😡,Negative,es,0.9975627660751343,True,True,And and what has 🙄🙄🙄🙄🙄😡,410244
MBAPPE ❤❤❤,Neutral,sl,0.8611209392547607,True,True,MBAPPE ❤❤❤,1013214
U muppis,Neutral,de,0.19022275507450104,False,True,U muppis,702929
Sa Ama ang lahat ng kapurihan!,Positive,tl,0.9899165034294128,False,True,To the Father all the praise!,14072
Muito bom. Velha ranzinga,Negative,pt,0.7737522721290588,False,True,Very good. Old Ranzinga,545029
CHIESA IS THE BEST,Positive,ja,0.4130764305591583,False,True,CHIESA IS THE BEST,246326
"Bakit di isulong ang Anti Terror Law kaysa impeachment. Mas maraming advantages.Kulong  habang buhay. May mababawing pera na ninakaw,Di na kailangan ng warrantbof arrest, etc.",Positive,tl,0.5184527635574341,False,True,"Why not promote anti terror law rather than impeachment. More advantages. There are shallow money stolen, no need for warrantbof arrest, etc.",564389
Raise you ya ya ya😂 33:00,Neutral,sw,0.8050495982170105,True,True,Raise you ya ya ya |,246978
Kekius Maximus est flakeus giganticus.,Neutral,fr,0.4891085922718048,False,True,Kekius the biggest flakeus giganticus.,7849
8 :20 1:53,Neutral,it,0.3228245973587036,False,True,8 :20 1:53,46826
"Kilala ko yan lagi ko nkikita sa tv, bakit ka kasi nagpunta mindanao.",Neutral,tl,0.3242718279361725,False,True,"I know that I always see TV, why did you go Mindanao.",416454
Najgore od od ovoga je sto Turci jebu I Ukrajinke i Ruskinje,Negative,sh,0.34429115056991577,False,True,The worst of this is as the Turks fuck and Ukrainian and Russian,812170
Robert “Metzitzah B’Pem” De Niro,Neutral,ca,0.4449789822101593,False,True,"Robert ""Metzitzah B’pem"" by Niro",520870
O tapão acordou o rapaz. 😂😂😂,Neutral,pt,0.9577118754386902,True,True,The tapão woke up the boy. 😂😂😂,239029
А как потом потом заново всё заставлять,Neutral,ru,0.9994368553161621,False,True,And then then make everything again,839245
❤,Positive,bg,0.9654127359390259,True,True,,748969
Sana sa ginawa nila Sayo Dito mo ipakita ang totoong tapang mo👊,Positive,tl,0.8043764233589172,True,True,Hope they did this to you here to show your true courage,131061
❤❤❤❤,Positive,zh,0.5570206642150879,True,True,,484539
جمال اللي لابسة أحمر .✨✨,Neutral,ar,0.927710771560669,True,True,The beauty of the dress is red.,399115
Hola chico te gustó esa chica dime en Estados Unidos donde naciste se enoja un catamayo naciste en otro país dime sabes lo comenté te mando muchos 😘❤️💌💜😽💐🌹🥀🌺🌷🌸💮🏵️🌻🌼🍂🍁🍄🌾🌾🌱🌿🍃☘️🍀🪴🌵🌴🌳🌲🌲🪵🪨⛰️🏔️❄️☃️⛄🌫️🌡️🔥🌋🏞️🏝️🏖️🌅🌄🌄🌈🌊🌬️🌀🌀🌀🌪️⚡☔💧☁️🌨️🌧️🌩️⛈️,Neutral,es,0.8617228269577026,True,True,"Hello boy you liked that girl tell me in the United States where you were born, a catamayo you were born in another country tell you know it many",724030
Мне кажется или это разные вообще ситуации,Neutral,ru,0.9999699592590332,False,True,It seems to me or are it different situations in general,576721
king idiot,Negative,fr,0.16107213497161865,False,True,king idiot,481368
ottimo,Positive,it,0.9906200766563416,False,True,Optimal,60083
Kuch b bolna hai,Neutral,it,0.5442773699760437,False,True,Kuch b bolna hai,586742
nah,Negative,zh,0.43754926323890686,False,True,nah,602062
"Letícia e Ruy se combina Guem concorda 
Clica agui",Neutral,pt,0.7091579437255859,False,True,"Letícia and Ruy combines guide agree 
CLICA AGUI",294195
"""BYEEEEEEE!""",Positive,ja,0.27843600511550903,False,True,"""Byeeeeee!""",110126
yg komentar banyak orang luar indonesia,Neutral,id,0.7219428420066833,False,True,who commented many people outside Indonesia,228236
Ok,Neutral,it,0.41884079575538635,False,True,Ok,755682
"Deus acima de tudo,,somos todos Humanos,,Portugal..❤❤🇵🇹🇵🇹",Positive,pt,0.6388950943946838,True,True,"God above all, we are all human, Portugal..❤❤🇵🇹🇵🇹",90614
What’s the song,Neutral,de,0.30340704321861267,False,True,What’s the song,322422
ansh,Neutral,fr,0.43962839245796204,False,True,ansh,827086
Bobo talaga si bbm .. hendi po si duterte ang nagpalabas ng blanko na budjet nayan si cong ungab po,Negative,tl,0.6365146636962891,False,True,BBO is really stupid .. hendi po Duterte released the blank budjet nayan si cong ungab po,350954
"GOD BLESS TRUMP GOD BLESS NORTH AMERICA
LOVE FROM CANADA 
SOON WE WILL HAVE OUR TRUMP",Positive,ja,0.3354591131210327,False,True,"GOD BLESS TRUMP GOD BLESS NORTH AMERICA
LOVE FROM CANADA 
SOON WE WILL HAVE OUR TRUMP",950054
Nabenta na ata ng mga nag Daan Presidente yan WPS na dati iniingatan ni President Marcos SR.at dating sa Pilipinas yan,Negative,tl,0.7515528798103333,False,True,WPS who used to be sold by President Marcos SR.at in the Philippines.,868143
Matlab nassa ki fatti hai or kya,Negative,it,0.756655752658844,False,True,Matlab nassa ki fatti hai or kya,22141
"«Тротуар достаточно широкий. Езжай»
-Этот водитель, когда приехал в Египет",Neutral,ru,0.9950013756752014,False,True,"“The sidewalk is wide enough. Go ""
-This driver when he arrived in Egypt",913328
YOOO IS ALL BATMAN,Positive,ja,0.5503960251808167,False,True,YOOO IS ALL BATMAN,102856
Ioi😅🤣,Neutral,fr,0.6083040237426758,True,True,Ioi😅🤣,441306
🤦‍♂️,Negative,ja,0.925566554069519,True,True,,987057
start twerkin,Neutral,nl,0.5614108443260193,False,True,start twerkin,888754
Du nada pra ele não tem como não tem como não ficar sem dinheiro e o dia todo de vc não tem nada pra,Neutral,pt,1.000049352645874,False,True,Du nothing for him there is no way there is no way not to run out of money and the whole day of you has nothing to,73895
It’s not loud,Negative,de,0.45741504430770874,False,True,It’s not loud,916631
